user_id,email,first_name,last_name,age,gender,country,state_province,city,subscription_plan,subscription_start_date,is_active,monthly_spend,primary_device,household_size,created_at
user_03055,jamessimon@example.com,Mary,Knight,34,Female,USA,New York,Bartonland,Premium,20-11-2023,1,10.2,Tablet,1,24-01-2026 13:49
user_03057,lbecker@example.org,Tonya,Chapman,46,Female,USA,Tennessee,Kimberlyfort,Premium1,09-06-2024,1,19.63,Tablet,4,24-01-2026 14:40
user_03058,colsen@example.com,Marissa,Butler,52,Female,Canada,Manitoba,West Joycebury,Premium1,19-06-2023,1,836.4,Desktop,3,24-01-2026 01:27
user_03060,jonathanhenderson@example.net,Tara,Garcia,24,Unknown,USA,Arizona,Maynardburgh,Standard,13-08-2022,0,13.65,Gaming Console,4,24-01-2026 12:20
user_03062,jenniferwilliams@example.org,Edward,Allen,37,Prefer not to say,USA,Tennessee,West Austinport,Basic,29-11-2022,1,13.56,Desktop,1,24-01-2026 14:05
user_03065,qpineda@example.org,Harry,Boone,28,Male,USA,Ohio,New Christopherstad,Standard,11-10-2023,1,13.56,Laptop,2,24-01-2026 13:52
user_03068,dana65@example.org,Duane,Miller,23,Male,Canada,Newfoundland and Labrador,Christineshire,Premium1,07-03-2025,1,13.56,Tablet,3,24-01-2026 23:20
user_03069,tammybaker@example.com,Jessica,Johnston,38,Male,USA,Massachusetts,West Brandonville,Premium,28-02-2025,0,16.06,Gaming Console,3,24-01-2026 23:42
user_03071,williammanning@example.org,Nicole,Thompson,35,Female,USA,Texas,New Jasonburgh,Standard,05-09-2023,1,13.6,Laptop,3,24-01-2026 09:47
user_03072,hcole@example.net,Alan,Davis,35,Male,Canada,Alberta,East Jeremy,Standard,12-04-2024,1,17.9,Desktop,1,24-01-2026 13:16
user_03074,laura71@example.com,Amanda,Jones,5,Female,USA,Ohio,Justinside,Standard,08-01-2025,1,13.44,Smart TV,3,24-01-2026 15:56
user_03077,jonathan41@example.com,Larry,Adams,38,Male,USA,Virginia,Stephenport,Premium,29-09-2023,1,17.99,Tablet,2,24-01-2026 06:19
user_03079,zflores@example.com,Derek,Manning,29,Female,Canada,Quebec,South Rodneystad,Premium,23-11-2022,1,11.91,Smart TV,3,24-01-2026 12:20
user_03080,turnerdonna@example.com,Vanessa,Salazar,15,Female,USA,Massachusetts,Martinhaven,Basic,03-05-2024,1,5.39,Mobile,1,24-01-2026 20:12
user_03082,michaelsims@example.org,Katrina,Reid,49,Female,USA,New York,Cunninghamborough,Basic,09-10-2024,1,3.51,Mobile,2,24-01-2026 15:30
user_03083,jacksonchristopher@example.org,Gary,Anthony,22,Male,USA,Tennessee,West Kristina,Basic,15-05-2025,0,5.82,Mobile,1,24-01-2026 20:22
user_03084,gregoryjackson@example.org,Melissa,Wells,36,Female,Canada,Manitoba,East Timothyside,Basic,21-01-2024,1,7.13,Desktop,2,24-01-2026 07:29
user_03087,thomasterry@example.net,Kari,Stewart,45,Female,Canada,Saskatchewan,Adrianaborough,Basic,12-11-2024,1,12.93,Tablet,3,24-01-2026 00:49
user_03089,greenechristopher@example.net,Jesse,Robinson,35,Female,USA,North Carolina,Claireville,Standard,14-02-2023,1,9.26,Mobile,5,24-01-2026 05:31
user_03094,calvin79@example.org,Justin,Morales,31,Female,USA,New Jersey,West Michael,Basic,09-03-2024,1,13.61,Tablet,4,24-01-2026 18:07
user_03097,johnstonscott@example.com,Corey,Jacobs,-7,Male,Canada,Prince Edward Island,Murphyfort,Standard,27-04-2024,1,28.96,Mobile,2,24-01-2026 01:30
user_03100,johnhiggins@example.com,Samantha,Miller,35,Female,USA,Wisconsin,Lake Scott,Basic,17-11-2022,1,3.61,Smart TV,3,24-01-2026 15:09
user_03101,rbright@example.com,Jose,Graham,14,Female,USA,Tennessee,West Mollyberg,Standard,29-05-2024,1,15.06,Gaming Console,6,24-01-2026 14:22
user_03102,matthewevans@example.com,Laura,Carroll,33,Female,USA,North Carolina,New Peterview,Basic,30-06-2025,0,9.81,Laptop,1,24-01-2026 17:12
user_03104,zvelasquez@example.net,Laura,Ellis,39,Male,USA,Pennsylvania,Paulfort,Standard,08-09-2024,1,11.57,Desktop,3,24-01-2026 05:23
user_03105,coffeyjohn@example.com,Bridget,Smith,54,Male,USA,Maryland,North Whitneyview,Basic,08-11-2024,1,28.04,Gaming Console,3,24-01-2026 01:05
user_03107,henry60@example.org,Wendy,Thompson,34,Female,Canada,British Columbia,Matthewland,Premium,19-12-2022,1,12.33,Tablet,4,24-01-2026 17:53
user_03111,nlee@example.org,Jared,Martin,18,Female,USA,Florida,South Aaronhaven,Premium,11-03-2025,1,5.75,Laptop,1,24-01-2026 14:44
user_03112,tracy12@example.com,Gregory,Estes,33,Female,Canada,Ontario,Alexisland,Basic,23-04-2024,1,26.63,Tablet,2,24-01-2026 05:57
user_03116,scottkirk@example.net,Jessica,Cain,26,Female,Canada,New Brunswick,Davidville,Standard,30-01-2024,1,14.33,Smart TV,3,24-01-2026 11:50
user_03121,dustinlewis@example.net,Erika,Ramirez,48,Female,USA,Tennessee,Aliciafurt,Standard,28-06-2023,1,14.09,Gaming Console,3,24-01-2026 21:44
user_03122,davidrichardson@example.org,Jonathan,Robbins,27,Male,USA,Virginia,East Jamesshire,Standard,24-05-2023,1,13.23,Tablet,2,24-01-2026 13:13
user_03124,cbauer@example.net,Brian,Hoffman,35,Female,USA,Michigan,West Richard,Basic,25-01-2023,0,13.73,Laptop,3,24-01-2026 02:50
user_03134,luke32@example.org,Lisa,Suarez,12,Female,USA,New Jersey,Aaronfurt,Premium,24-12-2024,1,20.38,Laptop,1,24-01-2026 12:31
user_03139,omills@example.org,Daniel,Porter,33,Male,Canada,Manitoba,Adamhaven,Premium,18-01-2024,1,53.29,Gaming Console,2,24-01-2026 10:50
user_03140,helen69@example.net,Dennis,Donovan,35,Female,USA,Illinois,Welchshire,Basic,20-06-2024,1,41.1,Laptop,2,24-01-2026 07:34
user_03141,parkertim@example.com,Jerry,Ruiz,28,Female,USA,Indiana,Curtismouth,Basic,19-11-2024,1,12.52,Desktop,3,24-01-2026 08:22
user_03143,zphillips@example.org,Cody,Trujillo,28,Female,USA,Pennsylvania,Vickiberg,Premium,18-10-2022,1,27.05,Tablet,5,24-01-2026 04:11
user_03144,travis25@example.com,Joshua,Thompson,20,Male,USA,Indiana,North Melissatown,Basic,23-07-2024,1,60.04,Desktop,3,24-01-2026 10:55
user_03145,nelsonbrian@example.org,Brandon,Holland,56,Female,Canada,Manitoba,Scottside,Standard,27-07-2025,1,15.21,Gaming Console,3,24-01-2026 00:25
user_03149,hicksrobert@example.net,Jared,Fischer,42,Male,Canada,Ontario,Jerrymouth,Premium,17-03-2025,1,9.7,Gaming Console,2,24-01-2026 15:55
user_03151,christine41@example.net,Lindsey,Greene,27,Male,Canada,Ontario,Stanleyland,Standard,15-04-2023,1,3.45,Laptop,1,24-01-2026 22:29
user_03154,jeremysimpson@example.org,Jonathon,Jones,36,Female,Canada,Saskatchewan,New Jasonhaven,Basic,07-05-2023,1,15.1,Gaming Console,2,24-01-2026 20:10
user_03161,zjacobs@example.org,Amber,Moore,45,Other,USA,North Carolina,Port Shawn,Premium,06-12-2022,0,41.23,Smart TV,7,24-01-2026 05:47
user_03162,brianalvarez@example.net,Bryce,Morris,47,Male,USA,Wisconsin,Heathermouth,Premium,15-03-2025,1,8.56,Mobile,7,24-01-2026 03:04
user_03163,wushawn@example.com,Jorge,Floyd,35,Male,USA,Massachusetts,Lake Raymondfort,Premium,16-04-2023,1,13.56,Mobile,3,24-01-2026 08:04
user_03165,watersjerry@example.org,Karen,Harris,22,Prefer not to say,USA,Indiana,Fitzgeraldville,Basic,19-05-2025,1,13.17,Desktop,1,24-01-2026 13:33
user_03168,amy70@example.com,Holly,Bradford,20,Female,Canada,New Brunswick,Marciashire,Premium,11-12-2022,1,19.45,Laptop,3,24-01-2026 17:24
user_03178,tiffany93@example.org,April,Elliott,48,Female,Canada,Nova Scotia,New Tonya,Standard,04-06-2025,0,16.73,Desktop,3,24-01-2026 03:48
user_03182,gilbertjason@example.com,Christopher,Perry,43,Prefer not to say,USA,Florida,West Jillianville,Standard,26-01-2024,0,8.92,Smart TV,2,24-01-2026 06:23
user_03185,christina12@example.org,Gary,Beard,35,Other,USA,Missouri,Colleenbury,Standard,11-12-2023,1,19.19,Smart TV,1,24-01-2026 21:52
user_03186,kimberly77@example.org,Christine,Estrada,25,Female,USA,Virginia,South Luisland,Standard,10-03-2023,1,60.87,Gaming Console,6,24-01-2026 01:01
user_03187,nfischer@example.com,Chelsea,Stevens,41,Male,USA,California,East Christina,Standard,31-01-2024,1,19.89,Laptop,3,24-01-2026 06:41
user_03189,chad49@example.org,Amanda,Marquez,29,Male,USA,North Carolina,East Mary,Standard,06-07-2025,1,31.2,Tablet,1,24-01-2026 16:40
user_03190,natalie86@example.org,Christy,Bell,49,Male,USA,Massachusetts,Stuartfort,Standard,26-07-2024,1,12.31,Gaming Console,4,24-01-2026 04:54
user_03197,johncook@example.net,Zachary,Swanson,48,Female,USA,California,Lake Christopher,Premium,15-07-2024,1,5.63,Gaming Console,2,24-01-2026 05:38
user_03198,walterboyle@example.net,Julie,Jordan,16,Female,Canada,Quebec,West Vincent,Standard,02-05-2025,0,52.07,Gaming Console,3,24-01-2026 10:06
user_03202,candrade@example.org,Steven,Parker,27,Male,USA,North Carolina,West Vicki,Premium,19-05-2023,1,3.19,Smart TV,1,24-01-2026 10:32
user_03210,owensalbert@example.com,Erin,Thomas,12,Male,USA,Missouri,Katherineborough,Premium,31-10-2022,1,3.09,Laptop,3,24-01-2026 16:59
user_03216,melissagonzales@example.net,Taylor,Steele,39,Unknown,USA,New York,Tanyashire,Premium1,25-01-2024,1,23.84,Gaming Console,5,24-01-2026 00:43
user_03219,brittany86@example.net,Nicholas,Vang,51,Female,Canada,Nova Scotia,Danielleborough,Premium,11-10-2024,1,15.64,Mobile,2,24-01-2026 02:00
user_03220,nsantos@example.org,Luke,Hicks,26,Male,USA,Georgia,Esparzaport,Premium,25-02-2025,1,28.89,Gaming Console,5,24-01-2026 08:36
user_03221,cynthiabowman@example.net,Karen,Key,35,Female,Canada,Ontario,Elizabethport,Standard,02-06-2025,1,17.48,Tablet,4,24-01-2026 08:58
user_03222,bwilson@example.com,Andrew,Miller,38,Female,Canada,Saskatchewan,Michaelville,Premium,25-01-2024,1,16.47,Laptop,3,24-01-2026 01:13
user_03227,virginiahutchinson@example.com,Kimberly,Mclaughlin,11,Male,Canada,Prince Edward Island,Clarkland,Premium,28-02-2024,1,10.09,Gaming Console,1,24-01-2026 12:41
user_03228,pearsonashley@example.com,Michael,Turner,42,Unknown,Canada,Prince Edward Island,Christineville,Premium,02-04-2023,1,14.08,Desktop,2,24-01-2026 08:30
user_03229,ksmith@example.net,James,Young,33,Female,USA,Virginia,Joshuatown,Standard,12-04-2025,1,12.64,Laptop,2,24-01-2026 13:53
user_03231,osbornemaria@example.org,Kathy,Daniel,26,Female,USA,Missouri,Markport,Standard,11-02-2023,1,5.75,Smart TV,3,24-01-2026 06:08
user_03238,mary02@example.org,Elizabeth,Allen,27,Female,USA,Missouri,Grayshire,Premium1,03-07-2024,1,8.12,Mobile,1,24-01-2026 16:06
user_03242,acevedoroy@example.net,Vanessa,Gomez,22,Female,USA,Michigan,Olsonview,Premium,16-12-2023,1,13.56,Gaming Console,3,24-01-2026 22:58
user_03243,jorgediaz@example.org,Jeffrey,Henderson,40,Male,USA,Virginia,West Heatherberg,Standard,12-09-2024,1,5.95,Laptop,2,24-01-2026 04:19
user_03245,ltucker@example.com,William,Watson,31,Female,Canada,Nova Scotia,Port Justinbury,Basic,14-06-2025,1,18.67,Desktop,4,24-01-2026 14:30
user_03247,fbrown@example.org,Christina,Hood,24,Female,Canada,Nova Scotia,Mullinsfort,Standard,05-02-2024,0,21.46,Tablet,3,24-01-2026 19:48
user_03250,hjohnson@example.org,Michael,Walker,34,Male,USA,Pennsylvania,North Anthonyshire,Premium,08-05-2023,1,9.14,Laptop,3,24-01-2026 03:49
user_03253,nross@example.net,Amanda,Campbell,37,Unknown,USA,North Carolina,East Christopherbury,Basic,17-04-2024,0,13.56,Laptop,2,24-01-2026 11:45
user_03254,zwilliams@example.org,Douglas,Taylor,35,Female,USA,California,South Christopher,Standard,14-02-2025,1,15.63,Desktop,3,24-01-2026 05:41
user_03260,ncurry@example.com,Theresa,Clark,35,Male,Canada,Prince Edward Island,East Jason,Basic,20-04-2025,1,13.56,Laptop,1,24-01-2026 17:38
user_03261,kwheeler@example.net,Rebecca,Day,15,Female,USA,Texas,South Jennifer,Premium,09-02-2023,1,10.89,Laptop,4,24-01-2026 18:36
user_03262,jodysoto@example.net,Carla,White,51,Male,USA,Texas,New Eric,Premium,15-10-2022,1,5.51,Gaming Console,1,24-01-2026 06:27
user_03265,ujones@example.org,Victor,Jones,36,Female,USA,North Carolina,Pamelachester,Basic,21-04-2025,1,21.35,Desktop,3,24-01-2026 22:05
user_03268,weberkathleen@example.com,Adam,Parker,35,Female,USA,Florida,Edwardbury,Premium,17-06-2023,1,10.34,Gaming Console,1,24-01-2026 05:12
user_03272,norrissara@example.net,Jacqueline,Martinez,12,Unknown,USA,Georgia,Georgeshire,Premium,08-09-2023,1,13.26,Mobile,6,24-01-2026 08:26
user_03278,jameslarry@example.com,Jeffrey,Richards,51,Female,USA,Virginia,Port Kyle,Premium1,30-07-2024,1,3.87,Tablet,2,24-01-2026 15:20
user_03279,jennifer33@example.org,Lisa,Mccullough,35,Female,USA,Ohio,Amyland,Premium,31-08-2023,1,23.98,Mobile,3,24-01-2026 09:35
user_03281,wfigueroa@example.com,Kimberly,Dillon,47,Female,USA,Illinois,East Alec,Premium1,16-09-2023,1,28.46,Gaming Console,2,24-01-2026 12:41
user_03285,david86@example.org,Savannah,Scott,9,Male,USA,Texas,North Dennisshire,Basic,25-01-2024,1,3.47,Gaming Console,3,24-01-2026 12:32
user_03286,matthewfowler@example.org,Ann,Smith,55,Female,Canada,British Columbia,Tinafort,Premium1,12-03-2025,1,11.56,Smart TV,1,24-01-2026 22:29
user_03288,christinegarrison@example.org,Michael,Houston,36,Male,USA,Illinois,Smithview,Standard,09-03-2025,0,24.92,Tablet,5,24-01-2026 12:41
user_03289,robertsjohn@example.com,Michael,Vazquez,37,Other,USA,Texas,Kellybury,Premium1,21-04-2025,1,10.95,Gaming Console,1,24-01-2026 02:48
user_03291,charlesbutler@example.org,William,Young,36,Female,Canada,Alberta,Jasonview,Standard,02-07-2025,1,5.6,Gaming Console,3,24-01-2026 20:53
user_03293,oscar55@example.com,Amanda,Briggs,52,Female,USA,Illinois,Port Rhonda,Premium,12-02-2023,1,16.18,Gaming Console,4,24-01-2026 16:28
user_03295,josecastro@example.org,Joe,Martinez,27,Female,USA,New Jersey,Deborahside,Basic,14-01-2025,1,20.51,Smart TV,3,24-01-2026 02:59
user_03301,grodriguez@example.com,John,Brown,40,Male,USA,Georgia,Alyssatown,Standard,06-02-2023,1,1.71,Mobile,3,24-01-2026 00:53
user_03302,williamsrichard@example.net,Sherri,Campbell,36,Female,USA,Florida,Carriefurt,Standard,21-01-2024,1,16.54,Gaming Console,4,24-01-2026 12:16
user_03303,psmith@example.com,Gary,Ballard,51,Female,USA,Washington,Port Mary,Basic,21-05-2023,0,5.51,Laptop,4,24-01-2026 12:13
user_03307,john60@example.com,Benjamin,Lawrence,24,Male,USA,Wisconsin,Lake Javier,Standard,03-01-2024,0,833.07,Laptop,4,24-01-2026 19:49
user_03308,lwalker@example.org,William,Spencer,47,Male,USA,Arizona,Thomasshire,Basic,24-11-2023,1,9.01,Mobile,1,24-01-2026 14:44
user_03310,wtodd@example.net,Brenda,Rowe,45,Male,USA,New Jersey,Wyattberg,Premium1,20-03-2024,1,13.56,Mobile,3,24-01-2026 12:48
user_03311,deborahmacias@example.net,Shawn,Hall,35,Male,USA,Michigan,Hallstad,Standard,04-01-2024,1,46.9,Tablet,2,24-01-2026 20:59
user_03312,micheal40@example.net,Danny,Ashley,42,Male,USA,Wisconsin,North Carlmouth,Basic,19-12-2024,1,14.93,Tablet,3,24-01-2026 15:27
user_03313,gallowaytimothy@example.net,David,Brooks,17,Female,Canada,Manitoba,Simmonston,Basic,29-03-2024,1,18.18,Tablet,3,24-01-2026 22:10
user_03314,georgemaynard@example.net,Kelly,Hamilton,35,Male,USA,Texas,Christopherstad,Premium,12-10-2023,1,7.56,Mobile,1,24-01-2026 13:24
user_03316,seth42@example.com,Mary,Bean,21,Female,Canada,Quebec,Lake Lisamouth,Standard,28-12-2023,0,12.94,Tablet,3,24-01-2026 05:59
user_03318,johnsonchristian@example.com,Terry,Pugh,64,Male,Canada,New Brunswick,East Ethantown,Premium1,26-08-2024,1,3.95,Tablet,3,24-01-2026 05:23
user_03319,williamtaylor@example.com,Henry,Morrison,35,Female,USA,Ohio,West Teresa,Premium,21-02-2023,1,14.47,Tablet,3,24-01-2026 15:01
user_03326,frederickvelez@example.net,Jessica,Reid,33,Female,Canada,Newfoundland and Labrador,Port Josephberg,Standard,10-01-2025,1,18.69,Laptop,3,24-01-2026 10:28
user_03334,xochoa@example.com,Tiffany,Anderson,28,Female,USA,Wisconsin,Obrienstad,Premium,08-12-2024,1,38.02,Mobile,3,24-01-2026 05:30
user_03335,hortoncandice@example.com,Christian,Cook,35,Unknown,Canada,British Columbia,Lovemouth,Premium1,05-11-2024,1,13.56,Desktop,3,24-01-2026 00:52
user_03336,cathywelch@example.net,Alan,Rosales,53,Prefer not to say,USA,Washington,West Shannon,Premium,18-07-2023,1,9.6,Smart TV,4,24-01-2026 04:49
user_03337,shaffermarcus@example.com,Caroline,Hughes,26,Unknown,USA,Texas,Johnside,Standard,17-02-2024,1,24,Desktop,4,24-01-2026 19:08
user_03341,torreschristian@example.org,Joshua,Davis,42,Female,Canada,British Columbia,Lake Marymouth,Standard,15-07-2024,1,13.56,Laptop,3,24-01-2026 06:19
user_03344,bpeters@example.net,Rachel,Gonzalez,56,Male,Canada,British Columbia,Matthewton,Premium,20-01-2023,1,10.35,Mobile,1,24-01-2026 11:52
user_03345,allisongraham@example.com,Stephen,Reyes,38,Female,USA,Virginia,South John,Standard,09-09-2022,0,254.95,Tablet,4,24-01-2026 06:01
user_03346,wromero@example.org,Nicole,Watts,36,Male,Canada,Prince Edward Island,North Katelynfurt,Premium,15-05-2025,1,28.57,Tablet,3,24-01-2026 00:56
user_03347,thomasunderwood@example.net,Joseph,Murray,35,Female,USA,Illinois,West Tanyafurt,Basic,21-01-2023,1,8.7,Laptop,3,24-01-2026 08:03
user_03349,cassandrabanks@example.org,Devon,House,35,Female,USA,Virginia,Jenningsport,Premium,24-08-2022,1,6.32,Tablet,1,24-01-2026 21:53
user_03350,xking@example.org,Jennifer,Williamson,19,Male,USA,North Carolina,Millerchester,Standard,08-03-2023,1,47.81,Laptop,2,24-01-2026 00:56
user_03351,kathycastro@example.org,Luke,Jackson,30,Female,USA,New York,Thomaston,Premium1,12-10-2024,1,1.77,Smart TV,2,24-01-2026 23:02
user_03354,ekennedy@example.org,Kelsey,Kline,51,Unknown,USA,Georgia,Hicksland,Standard,14-02-2025,1,4.86,Gaming Console,1,24-01-2026 20:46
user_03359,elizabethlee@example.org,Victoria,Watson,34,Prefer not to say,Canada,Nova Scotia,East Lisaside,Basic,02-06-2025,1,22.24,Mobile,3,24-01-2026 15:56
user_03365,xkelley@example.com,Laurie,Dennis,32,Unknown,USA,Tennessee,Port Markstad,Premium1,09-04-2024,1,36.83,Mobile,3,24-01-2026 15:08
user_03366,dparker@example.com,William,Butler,58,Male,USA,Georgia,Cantuburgh,Standard,22-02-2025,1,25.15,Tablet,3,24-01-2026 20:21
user_03367,andrecarter@example.net,Edward,Cross,45,Male,Canada,Nova Scotia,Harrisville,Standard,16-06-2024,0,6.12,Mobile,1,24-01-2026 09:40
user_03369,steven95@example.com,James,Peterson,41,Female,USA,Washington,Lanefort,Premium,04-03-2024,1,2.58,Smart TV,4,24-01-2026 22:08
user_03373,hwilliams@example.org,Olivia,Hamilton,30,Male,USA,Missouri,Mcleanburgh,Basic,12-12-2024,1,33.51,Gaming Console,1,24-01-2026 23:10
user_03374,fnielsen@example.org,Anne,Torres,51,Male,USA,New York,Port Davidton,Basic,16-11-2023,1,18.59,Gaming Console,2,24-01-2026 23:43
user_03375,esparzatammy@example.net,Danielle,Shaffer,23,Female,USA,Missouri,East Christineside,Premium,10-06-2025,1,3.45,Smart TV,1,24-01-2026 06:35
user_03376,johnspatrick@example.com,Tony,Bell,53,Other,USA,Michigan,Bowmanfurt,Premium,29-04-2025,1,6.27,Desktop,3,24-01-2026 06:53
user_03377,greennicholas@example.net,Amanda,Montgomery,62,Female,Canada,Nova Scotia,Port David,Premium,22-08-2022,1,47.54,Tablet,2,24-01-2026 20:53
user_03378,tlucas@example.net,Kenneth,Little,56,Female,Canada,Newfoundland and Labrador,East Samanthaberg,Premium,26-09-2024,0,16.83,Tablet,5,24-01-2026 12:25
user_03379,glassanthony@example.net,Robert,May,9,Male,USA,Georgia,Port Tracyfurt,Premium1,16-12-2022,1,24.72,Mobile,5,24-01-2026 05:19
user_03381,kathleenhernandez@example.org,Michelle,Taylor,44,Male,Canada,Nova Scotia,Lake Helentown,Basic,28-01-2025,1,13.56,Gaming Console,3,24-01-2026 21:04
user_03386,nelsonkimberly@example.org,Susan,Willis,37,Male,USA,Massachusetts,South Jeremy,Premium,17-11-2024,1,5.89,Mobile,6,24-01-2026 13:28
user_03387,lhenry@example.org,Daniel,Bradshaw,35,Unknown,Canada,Prince Edward Island,Port Zachary,Basic,30-09-2022,1,13.76,Smart TV,1,24-01-2026 05:47
user_03390,popejeanette@example.org,Michael,Chan,35,Female,USA,California,North Alison,Standard,29-03-2024,0,12.74,Laptop,2,24-01-2026 01:49
user_03393,chandlerdouglas@example.org,Timothy,Park,34,Female,Canada,Ontario,Burnsfurt,Premium,16-02-2023,1,13.56,Smart TV,2,24-01-2026 10:11
user_03396,vjones@example.org,Donald,Romero,42,Other,USA,Washington,Lake Brianatown,Premium,09-01-2025,1,12.01,Tablet,3,24-01-2026 09:27
user_03399,laura10@example.net,Cynthia,Wallace,35,Female,Canada,British Columbia,Hillmouth,Standard,28-10-2022,0,8.42,Tablet,4,24-01-2026 00:32
user_03402,barnesheather@example.net,Erica,Price,33,Male,USA,Missouri,South Brandonview,Basic,10-08-2023,1,13.56,Desktop,4,24-01-2026 01:11
user_03403,karajames@example.com,Melissa,Wilson,15,Male,USA,Pennsylvania,Frankmouth,Premium,23-05-2023,1,3.78,Smart TV,1,24-01-2026 11:19
user_03404,greenebryan@example.net,Mallory,Gaines,35,Male,USA,Illinois,Gomezmouth,Premium,26-01-2023,1,4.81,Desktop,2,24-01-2026 07:07
user_03405,ruth13@example.org,Chad,Newton,30,Female,USA,North Carolina,Jamesbury,Premium,31-05-2023,1,17.74,Gaming Console,3,24-01-2026 18:15
user_03406,jwilliamson@example.net,Diane,Burnett,29,Unknown,Canada,Prince Edward Island,Hoganton,Basic,11-04-2023,1,21.84,Tablet,1,24-01-2026 02:26
user_03411,iwatkins@example.org,Julie,Hunt,32,Female,Canada,Saskatchewan,West Dawnfort,Basic,25-08-2023,0,24.91,Mobile,2,24-01-2026 09:28
user_03413,jimenezaudrey@example.org,David,Rosario,58,Male,USA,Georgia,North Lisa,Premium,22-10-2022,1,19.03,Laptop,2,24-01-2026 13:53
user_03414,rachel81@example.com,Yesenia,Contreras,39,Male,USA,Ohio,Taylorborough,Premium1,10-05-2024,1,14.93,Desktop,5,24-01-2026 13:33
user_03423,juliestevens@example.org,Brittany,Scott,35,Male,USA,Pennsylvania,New Sandraport,Basic,08-08-2024,1,25.07,Mobile,1,24-01-2026 12:37
user_03424,keithcaldwell@example.org,Edward,Robbins,55,Unknown,USA,Maryland,West Trevor,Premium,03-10-2023,0,26.71,Desktop,6,24-01-2026 14:32
user_03425,becky89@example.com,Julie,Velez,43,Prefer not to say,USA,New York,Amandabury,Standard,22-07-2023,1,3.81,Gaming Console,5,24-01-2026 21:16
user_03428,riceaaron@example.com,Ashley,Cook,49,Female,USA,Tennessee,Lake Malikburgh,Premium,14-08-2023,1,20.7,Tablet,2,24-01-2026 07:26
user_03440,welchguy@example.com,Christine,Ho,33,Male,Canada,Newfoundland and Labrador,Meganhaven,Standard,01-06-2025,1,8.9,Desktop,2,24-01-2026 16:50
user_03441,nmorgan@example.org,Tracy,Smith,44,Male,USA,Missouri,Thompsonstad,Standard,14-08-2023,0,18.97,Desktop,3,24-01-2026 05:10
user_03444,oking@example.org,Tina,Brown,47,Unknown,USA,Pennsylvania,Hawkinsshire,Premium,12-03-2023,1,13.91,Mobile,3,24-01-2026 13:11
user_03449,craig39@example.com,Gerald,Johnston,35,Male,USA,Wisconsin,Shannonborough,Standard,29-12-2023,1,13.56,Tablet,3,24-01-2026 20:02
user_03450,mariaramirez@example.org,Jacob,Carter,35,Male,USA,Ohio,East Scott,Premium,08-06-2025,1,13.56,Desktop,2,24-01-2026 08:18
user_03453,shawna22@example.net,Catherine,Rivera,37,Male,USA,Tennessee,Mccarthymouth,Standard,27-09-2023,1,31.2,Mobile,2,24-01-2026 12:16
user_03456,hendersontodd@example.com,Ryan,Lowe,44,Male,USA,Massachusetts,Vasquezside,Premium,09-12-2022,1,78.9,Smart TV,1,24-01-2026 07:19
user_03457,tammychaney@example.com,Diana,Mcdonald,22,Male,USA,Florida,North Mollymouth,Standard,21-05-2025,0,12.67,Gaming Console,3,24-01-2026 15:22
user_03460,steven39@example.com,Andrew,Henderson,35,Prefer not to say,USA,Massachusetts,Cameronberg,Premium1,12-10-2024,1,15.68,Laptop,5,24-01-2026 16:47
user_03462,scottjackson@example.org,James,Anderson,38,Female,Canada,British Columbia,South Randystad,Standard,24-03-2025,1,13.56,Desktop,2,24-01-2026 03:51
user_03463,sylviaallen@example.com,Thomas,Brooks,18,Female,USA,Indiana,North Jennifer,Premium,10-04-2024,1,13.56,Desktop,6,24-01-2026 05:18
user_03466,gina44@example.org,Bradley,Oliver,11,Female,USA,Massachusetts,North Andrew,Standard,29-07-2025,0,10.69,Desktop,3,24-01-2026 13:31
user_03471,josephjohnson@example.org,Elizabeth,Moore,49,Male,Canada,Manitoba,Port Angelaville,Premium,28-09-2022,1,25.84,Tablet,1,24-01-2026 22:49
user_03476,tammyalvarado@example.com,Margaret,Simpson,59,Female,USA,Michigan,Port Anne,Standard,21-12-2023,1,18.31,Tablet,2,24-01-2026 22:17
user_03480,csanders@example.com,Jeffrey,Long,23,Unknown,Canada,Nova Scotia,East Gabrielberg,Standard,01-12-2022,1,21.56,Tablet,2,24-01-2026 05:00
user_03481,monicacampbell@example.com,David,Davis,29,Male,Canada,Ontario,Ashleyborough,Premium,01-06-2025,1,5.5,Desktop,5,24-01-2026 04:52
user_03483,johnsonstephen@example.net,Kathy,Smith,23,Female,Canada,Nova Scotia,Howardshire,Basic,05-10-2022,1,19.35,Desktop,4,24-01-2026 21:18
user_03485,laurawolfe@example.org,Matthew,Andrews,16,Female,USA,New Jersey,West Chad,Basic,01-12-2022,0,13.56,Gaming Console,3,24-01-2026 03:37
user_03488,ltran@example.com,David,Mendoza,34,Prefer not to say,USA,Florida,West Jasonview,Premium,16-09-2022,0,28.47,Laptop,1,24-01-2026 04:00
user_03489,mwalker@example.net,Edwin,Pratt,44,Female,USA,Michigan,West James,Basic,22-09-2023,1,9.68,Desktop,3,24-01-2026 21:34
user_03492,joe36@example.net,Bryan,Bell,36,Female,USA,Missouri,South Elizabethfurt,Premium,10-03-2024,1,25.08,Tablet,4,24-01-2026 18:27
user_03494,stephanie85@example.com,Paul,Ramos,63,Female,USA,Arizona,Port Carolyn,Standard,30-10-2024,1,14.8,Tablet,2,24-01-2026 12:48
